Schluss_predictions
58.32014465332031
59.383087158203125
59.29562759399414
58.570777893066406
58.945098876953125
58.533714294433594
58.7032470703125
58.21055221557617
58.39727020263672
58.60924530029297
58.318565368652344
58.86897659301758
58.04226303100586
57.62771987915039
58.702857971191406
58.46570587158203
59.770198822021484
58.95074462890625
59.62883758544922
62.16279220581055
58.658695220947266
58.97808074951172
58.557491302490234
58.41682052612305
59.229557037353516
58.53448486328125
59.09700012207031
59.494441986083984
58.93338394165039
58.653377532958984
